feature_id,feature_label,omics_layer,original_primary_candidate_tier,evidence_tier,recalculated_manuscript_evidence_tier,tier_match_flag,tier_mismatch_reason,source_status,notes
lachnospiraceae_g_coprococcus_asv15003,lachnospiraceae_g_coprococcus_asv15003,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
turicibacteraceae_g_turicibacter_asv14204,turicibacteraceae_g_turicibacter_asv14204,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__ABCA12,ABCA12,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__PRRC2A,PRRC2A,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__ALPK3,ALPK3,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__CHI3L2,CHI3L2,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
all_cis_4_7_10_13_16_docosapentaenoic_acid,all_cis_4_7_10_13_16_docosapentaenoic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
glutarate,glutarate,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__INHBA,INHBA,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__ADAM12,ADAM12,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__kSGB_1965:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Barnesiellaceae_g__Barnesiella_s__Barnesiella_intestinihominis_t__SGB1965__dup4,kSGB_1965:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis|t__SGB1965,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__VGLL3,VGLL3,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__KCNJ10,KCNJ10,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__TMEM163,TMEM163,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__kSGB_1934:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Tannerellaceae_g__Parabacteroides_s__Parabacteroides_distasonis_t__SGB1934__dup18,kSGB_1934:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__SGB1934,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
clostridium_s_paraputrificum_asv13476,clostridium_s_paraputrificum_asv13476,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
staphylococcaceae_g_staphylococcus_asv12549,staphylococcaceae_g_staphylococcus_asv12549,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__SLC5A1,SLC5A1,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__CLEC1A,CLEC1A,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
phthalic_acid,phthalic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__TNFSF11,TNFSF11,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__ADAMTS6,ADAMTS6,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
eicosapentaenoic_acid,eicosapentaenoic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
indole_3_methyl_acetate,indole_3_methyl_acetate,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__CXCL6,CXCL6,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__CXCL13,CXCL13,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:2.3.1.180,EC:2.3.1.180,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__IGKV2D-29,IGKV2D-29,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__MIR155HG,MIR155HG,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__REG1B,REG1B,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__S1PR3,S1PR3,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
bacteroidaceae_g_bacteroides_asv04102,bacteroidaceae_g_bacteroides_asv04102,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
enterobacteriales_f_enterobacteriaceae_asv05780,enterobacteriales_f_enterobacteriaceae_asv05780,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__LINC00528,LINC00528,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__TRPC4,TRPC4,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__TNFSF14,TNFSF14,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
coumaric_acid_4_hydroxycinnamic_acid,coumaric_acid_4_hydroxycinnamic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__SELP,SELP,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__ALDH1A3,ALDH1A3,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__TENM4,TENM4,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
fumarate,fumarate,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
glycolate,glycolate,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
desulfovibrionaceae_g_bilophila_asv05659,desulfovibrionaceae_g_bilophila_asv05659,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__AOX1,AOX1,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__REG1A,REG1A,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
bacteroidaceae_g_bacteroides_asv04093,bacteroidaceae_g_bacteroides_asv04093,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
hydroxyphenyllactic_acid,hydroxyphenyllactic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
myristoleic_acid,myristoleic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__IGHG3,IGHG3,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__IGLV9-49,IGLV9-49,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__IL1A,IL1A,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__kSGB_2290:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_obesi_t__SGB2290,kSGB_2290:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_obesi|t__SGB2290,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
pentadecanoic_acid,pentadecanoic_acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
veillonella_s_dispar_asv13143,veillonella_s_dispar_asv13143,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
cystine,cystine,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__STC1,STC1,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Akkermansia,Akkermansia,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Alistipes,Alistipes,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Bacteria_unclassified,Bacteria_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Bacteroides,Bacteroides,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Barnesiella,Barnesiella,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Blautia,Blautia,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Catenibacterium,Catenibacterium,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Clostridiales_unclassified,Clostridiales_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Clostridium IV,Clostridium IV,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Clostridium sensu stricto,Clostridium sensu stricto,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Coprococcus,Coprococcus,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Dialister,Dialister,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Erysipelotrichaceae_unclassified,Erysipelotrichaceae_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Faecalibacterium,Faecalibacterium,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Firmicutes_unclassified,Firmicutes_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Fusobacterium,Fusobacterium,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Lachnospiraceae_unclassified,Lachnospiraceae_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Megasphaera,Megasphaera,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Methanobrevibacter,Methanobrevibacter,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Ruminococcaceae_unclassified,Ruminococcaceae_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Ruminococcus,Ruminococcus,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Ruminococcus2,Ruminococcus2,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Sporobacter,Sporobacter,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Veillonella,Veillonella,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Bifidobacterium,Bifidobacterium,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Oscillibacter,Oscillibacter,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Actinobacteria_unclassified,Actinobacteria_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Pasteurellaceae_unclassified,Pasteurellaceae_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Howardella,Howardella,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Odoribacter,Odoribacter,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Acidaminococcaceae_unclassified,Acidaminococcaceae_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Acinetobacter,Acinetobacter,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Actinomyces,Actinomyces,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Allisonella,Allisonella,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Allobaculum,Allobaculum,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Alloprevotella,Alloprevotella,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Anaerococcus,Anaerococcus,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Bacteroidales_unclassified,Bacteroidales_unclassified,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Bilophila,Bilophila,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Butyricicoccus,Butyricicoccus,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
Butyricimonas,Butyricimonas,microbiome,Tier 5 - remaining single-study/exploratory evidence,Evidence Tier III,Evidence Tier III,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
